areacode,行政區,路名,巷,弄,號
,中正區,三元街,,,234號六樓
,中正區,三元街,,,234號四樓
,中正區,三元街,,,236號
,中正區,三元街,,,236號七樓
,中正區,三元街,,,236號三樓
,中正區,三元街,,,236號九樓
,中正區,三元街,,,236號二樓
,中正區,三元街,,,236號五樓
,中正區,三元街,,,236號八樓
,中正區,三元街,,,236號六樓
,中正區,三元街,,,236號十一樓
,中正區,三元街,,,236號十二樓
,中正區,三元街,,,236號十樓
,中正區,三元街,,,236號四樓
,中正區,三元街,,,238號
,中正區,三元街,,,238號七樓
,中正區,三元街,,,238號三樓
,中正區,三元街,,,238號九樓
,中正區,三元街,,,238號二樓
,中正區,三元街,,,238號五樓
,中正區,三元街,,,238號八樓
,中正區,三元街,,,238號六樓
,中正區,三元街,,,238號十一樓
,中正區,三元街,,,238號十二樓
,中正區,三元街,,,238號十樓
,中正區,三元街,,,238號四樓
,中正區,三元街,,,238號地下
,中正區,三元街,,,240之1號
,中正區,三元街,,,240之2號
,中正區,三元街,,,240之2號七樓
,中正區,三元街,,,240之2號三樓
,中正區,三元街,,,240之2號九樓
,中正區,三元街,,,240之2號二樓
,中正區,三元街,,,240之2號五樓
,中正區,三元街,,,240之2號八樓
,中正區,三元街,,,240之2號六樓
,中正區,三元街,,,240之2號十一樓
,中正區,三元街,,,240之2號十二樓
,中正區,三元街,,,240之2號十樓
,中正區,三元街,,,240之2號四樓
,中正區,三元街,,,240之2號地下
,中正區,三元街,,,240之3號
,中正區,三元街,,,240號
,中正區,三元街,,,240號七樓
,中正區,三元街,,,240號三樓
,中正區,三元街,,,240號九樓
,中正區,三元街,,,240號二樓
,中正區,三元街,,,240號五樓
,中正區,三元街,,,240號八樓
,中正區,三元街,,,240號六樓
,中正區,三元街,,,240號十一樓
,中正區,三元街,,,240號十二樓
,中正區,三元街,,,240號十樓
,中正區,三元街,,,240號四樓
,中正區,三元街,,,240號地下
,中正區,三元街,,,24號
,中正區,三元街,,,250號
,中正區,三元街,,,250號七樓
,中正區,三元街,,,250號三樓
,中正區,三元街,,,250號九樓
,中正區,三元街,,,250號二樓
,中正區,三元街,,,250號五樓
,中正區,三元街,,,250號八樓
,中正區,三元街,,,250號六樓
,中正區,三元街,,,250號四樓
,中正區,三元街,,,250號地下三層
,中正區,三元街,,,252號
,中正區,三元街,,,252號七樓
,中正區,三元街,,,252號三樓
,中正區,三元街,,,252號九樓
,中正區,三元街,,,252號二樓
,中正區,三元街,,,252號五樓
,中正區,三元街,,,252號八樓
,中正區,三元街,,,252號六樓
,中正區,三元街,,,252號四樓
,中正區,三元街,,,258號
,中正區,三元街,,,258號七樓
,中正區,三元街,,,258號三樓
,中正區,三元街,,,258號三樓之1
,中正區,三元街,,,258號二樓
,中正區,三元街,,,258號二樓之1
,中正區,三元街,,,258號五樓
,中正區,三元街,,,258號五樓之1
,中正區,三元街,,,258號六樓
,中正區,三元街,,,258號六樓之1
,中正區,三元街,,,258號四樓
,中正區,三元街,,,258號四樓之1
,中正區,三元街,,,262號
,中正區,三元街,,,262號三樓
,中正區,三元街,,,262號二樓
,中正區,三元街,,,262號四樓
,中正區,三元街,,,264號
,中正區,三元街,,,264號三樓
,中正區,三元街,,,264號二樓
,中正區,三元街,,,264號四樓
,中正區,三元街,,,266號
,中正區,三元街,,,266號三樓
,中正區,三元街,,,266號二樓
,中正區,三元街,,,266號四樓
,中正區,三元街,,,268號
,中正區,三元街,,,268號三樓
,中正區,三元街,,,268號二樓
,中正區,三元街,,,268號四樓
,中正區,三元街,,,26號
,中正區,三元街,,,270號七樓
,中正區,三元街,,,270號三樓
,中正區,三元街,,,270號九樓
,中正區,三元街,,,270號二樓
,中正區,三元街,,,270號五樓
,中正區,三元街,,,270號八樓
,中正區,三元街,,,270號六樓
,中正區,三元街,,,270號十一樓
,中正區,三元街,,,270號十樓
,中正區,三元街,,,270號四樓
,中正區,三元街,,,28號
,中正區,三元街,,,2號
,中正區,三元街,,,30號
,中正區,三元街,,,32號
,中正區,三元街,,,34號
,中正區,三元街,,,36號
,中正區,三元街,,,38號
,中正區,三元街,,,4號
,中正區,三元街,,,60號
,中正區,三元街,,,62號
,中正區,三元街,,,64號
,中正區,三元街,,,67號
,中正區,三元街,,,68號
,中正區,三元街,,,69號
,中正區,三元街,,,69號三樓
,中正區,三元街,,,69號二樓
,中正區,三元街,,,69號五樓
,中正區,三元街,,,69號四樓
,中正區,三元街,,,6號
,中正區,三元街,,,70號
,中正區,三元街,,,71號
,中正區,三元街,,,71號三樓
,中正區,三元街,,,71號二樓
,中正區,三元街,,,71號五樓
,中正區,三元街,,,71號四樓
,中正區,三元街,,,72號
,中正區,三元街,,,73號
,中正區,三元街,,,73號三樓
,中正區,三元街,,,73號二樓
,中正區,三元街,,,73號五樓
,中正區,三元街,,,73號四樓
,中正區,三元街,,,74號
,中正區,三元街,,,75號
,中正區,三元街,,,75號三樓
,中正區,三元街,,,75號二樓
,中正區,三元街,,,75號五樓
,中正區,三元街,,,75號四樓
,中正區,三元街,,,76號
,中正區,三元街,,,77號
,中正區,三元街,,,77號三樓
,中正區,三元街,,,77號二樓
,中正區,三元街,,,77號五樓
,中正區,三元街,,,77號四樓
,中正區,三元街,,,79號
,中正區,三元街,,,79號三樓
,中正區,三元街,,,79號二樓
,中正區,三元街,,,79號五樓
,中正區,三元街,,,79號四樓
,中正區,三元街,,,81號
,中正區,三元街,,,81號三樓
,中正區,三元街,,,81號二樓
,中正區,三元街,,,81號五樓
,中正區,三元街,,,81號四樓
,中正區,三元街,,,83號
,中正區,三元街,,,83號三樓
,中正區,三元街,,,83號二樓
,中正區,三元街,,,83號五樓
,中正區,三元街,,,83號四樓
,中正區,三元街,,,85號
,中正區,三元街,,,85號七樓
,中正區,三元街,,,85號七樓之1
,中正區,三元街,,,85號七樓之2
,中正區,三元街,,,85號七樓之3
,中正區,三元街,,,85號七樓之5
,中正區,三元街,,,85號七樓之6
,中正區,三元街,,,85號三樓
,中正區,三元街,,,85號三樓之1
,中正區,三元街,,,85號三樓之2
,中正區,三元街,,,85號三樓之3
,中正區,三元街,,,85號三樓之5
,中正區,三元街,,,85號三樓之6
,中正區,三元街,,,85號九樓
,中正區,三元街,,,85號九樓之1
,中正區,三元街,,,85號九樓之2
,中正區,三元街,,,85號九樓之3
,中正區,三元街,,,85號九樓之5
,中正區,三元街,,,85號九樓之6
,中正區,三元街,,,85號二十一樓
,中正區,三元街,,,85號二十一樓之1
,中正區,三元街,,,85號二十一樓之2
,中正區,三元街,,,85號二十樓
,中正區,三元街,,,85號二十樓之1
,中正區,三元街,,,85號二十樓之2
,中正區,三元街,,,85號二樓
,中正區,三元街,,,85號二樓之1
,中正區,三元街,,,85號二樓之2
,中正區,三元街,,,85號五樓
,中正區,三元街,,,85號五樓之1
,中正區,三元街,,,85號五樓之2
,中正區,三元街,,,85號五樓之3
,中正區,三元街,,,85號五樓之5
,中正區,三元街,,,85號五樓之6
,中正區,三元街,,,85號八樓
,中正區,三元街,,,85號八樓之1
,中正區,三元街,,,85號八樓之2
,中正區,三元街,,,85號八樓之3
,中正區,三元街,,,85號八樓之5
,中正區,三元街,,,85號八樓之6
,中正區,三元街,,,85號六樓
,中正區,三元街,,,85號六樓之1
,中正區,三元街,,,85號六樓之2
,中正區,三元街,,,85號六樓之3
,中正區,三元街,,,85號六樓之5
,中正區,三元街,,,85號六樓之6
,中正區,三元街,,,85號十一樓
,中正區,三元街,,,85號十一樓之1
,中正區,三元街,,,85號十一樓之2
,中正區,三元街,,,85號十一樓之3
,中正區,三元街,,,85號十一樓之5
,中正區,三元街,,,85號十一樓之6
,中正區,三元街,,,85號十七樓
,中正區,三元街,,,85號十七樓之1
,中正區,三元街,,,85號十七樓之2
,中正區,三元街,,,85號十七樓之3
,中正區,三元街,,,85號十七樓之5
,中正區,三元街,,,85號十三樓
,中正區,三元街,,,85號十三樓之1
,中正區,三元街,,,85號十三樓之2
,中正區,三元街,,,85號十三樓之3
,中正區,三元街,,,85號十三樓之5
,中正區,三元街,,,85號十三樓之6
,中正區,三元街,,,85號十九樓
,中正區,三元街,,,85號十九樓之1
,中正區,三元街,,,85號十九樓之2
,中正區,三元街,,,85號十九樓之3
,中正區,三元街,,,85號十二樓
,中正區,三元街,,,85號十二樓之1
,中正區,三元街,,,85號十二樓之2
,中正區,三元街,,,85號十二樓之3
,中正區,三元街,,,85號十二樓之5
,中正區,三元街,,,85號十二樓之6
,中正區,三元街,,,85號十五樓
,中正區,三元街,,,85號十五樓之1
,中正區,三元街,,,85號十五樓之2
,中正區,三元街,,,85號十五樓之3
,中正區,三元街,,,85號十五樓之5
,中正區,三元街,,,85號十八樓
,中正區,三元街,,,85號十八樓之1
,中正區,三元街,,,85號十八樓之2
,中正區,三元街,,,85號十八樓之3
,中正區,三元街,,,85號十六樓
,中正區,三元街,,,85號十六樓之1
,中正區,三元街,,,85號十六樓之2
,中正區,三元街,,,85號十六樓之3
,中正區,三元街,,,85號十六樓之5
,中正區,三元街,,,85號十四樓
,中正區,三元街,,,85號十四樓之1
,中正區,三元街,,,85號十四樓之2
,中正區,三元街,,,85號十四樓之3
,中正區,三元街,,,85號十四樓之5
,中正區,三元街,,,85號十四樓之6
,中正區,三元街,,,85號十樓
,中正區,三元街,,,85號十樓之1
,中正區,三元街,,,85號十樓之2
,中正區,三元街,,,85號十樓之3
,中正區,三元街,,,85號十樓之5
,中正區,三元街,,,85號十樓之6
,中正區,三元街,,,85號四樓
,中正區,三元街,,,85號四樓之1
,中正區,三元街,,,85號四樓之2
,中正區,三元街,,,85號四樓之3
,中正區,三元街,,,85號四樓之5
,中正區,三元街,,,85號四樓之6
,中正區,三元街,,,87號
,中正區,三元街,,,8號
,中正區,三元街,,,96號
,中正區,三元街,,,98號
,中正區,三元街,,,臨10號
,中正區,三元街,,,臨12號
,中正區,三元街,111巷,,3之1號
,中正區,三元街,111巷,,5之1號
,中正區,三元街,111巷,,5號
,中正區,三元街,111巷,,7號
,中正區,三元街,111巷,,9號
,中正區,三元街,152巷,,11號
,中正區,三元街,152巷,,13號
,中正區,三元街,152巷,,15號
,中正區,三元街,152巷,,17號
,中正區,三元街,152巷,,19號
,中正區,三元街,152巷,,21號
,中正區,三元街,152巷,,3之1號
,中正區,三元街,152巷,,3號
,中正區,三元街,152巷,,5之1號
,中正區,三元街,152巷,,5之2號
,中正區,三元街,152巷,,5號
,中正區,三元街,152巷,,7號
,中正區,三元街,152巷,,9號
,中正區,三元街,152巷,1弄,1號
,中正區,三元街,152巷,1弄,2之1號
,中正區,三元街,152巷,1弄,2號
,中正區,三元街,152巷,1弄,3號
,中正區,三元街,152巷,1弄,4號
,中正區,三元街,152巷,1弄,5號
,中正區,三元街,152巷,1弄,7號
,中正區,三元街,152巷,1弄,9號
,中正區,三元街,172巷,1弄,10號
,中正區,三元街,172巷,1弄,10號三樓
,中正區,三元街,172巷,1弄,10號二樓
,中正區,三元街,172巷,1弄,10號四樓
,中正區,三元街,172巷,1弄,11號
,中正區,三元街,172巷,1弄,11號三樓
,中正區,三元街,172巷,1弄,11號二樓
,中正區,三元街,172巷,1弄,11號四樓
,中正區,三元街,172巷,1弄,12號
,中正區,三元街,172巷,1弄,12號三樓
,中正區,三元街,172巷,1弄,12號二樓
,中正區,三元街,172巷,1弄,12號四樓
,中正區,三元街,172巷,1弄,13號
,中正區,三元街,172巷,1弄,13號三樓
,中正區,三元街,172巷,1弄,13號二樓
,中正區,三元街,172巷,1弄,13號四樓
,中正區,三元街,172巷,1弄,14號
,中正區,三元街,172巷,1弄,14號三樓
,中正區,三元街,172巷,1弄,14號二樓
,中正區,三元街,172巷,1弄,14號四樓
,中正區,三元街,172巷,1弄,15號
,中正區,三元街,172巷,1弄,15號三樓
,中正區,三元街,172巷,1弄,15號二樓
,中正區,三元街,172巷,1弄,15號四樓
,中正區,三元街,172巷,1弄,16號
,中正區,三元街,172巷,1弄,16號三樓
,中正區,三元街,172巷,1弄,16號二樓
,中正區,三元街,172巷,1弄,16號四樓
,中正區,三元街,172巷,1弄,17號
,中正區,三元街,172巷,1弄,17號三樓
,中正區,三元街,172巷,1弄,17號二樓
,中正區,三元街,172巷,1弄,17號四樓
,中正區,三元街,172巷,1弄,18號
,中正區,三元街,172巷,1弄,18號三樓
,中正區,三元街,172巷,1弄,18號二樓
,中正區,三元街,172巷,1弄,18號四樓
,中正區,三元街,172巷,1弄,19號
,中正區,三元街,172巷,1弄,19號三樓
,中正區,三元街,172巷,1弄,19號二樓
,中正區,三元街,172巷,1弄,19號四樓
,中正區,三元街,172巷,1弄,1之1號
,中正區,三元街,172巷,1弄,1之1號七樓
,中正區,三元街,172巷,1弄,1之1號三樓
,中正區,三元街,172巷,1弄,1之1號二樓
,中正區,三元街,172巷,1弄,1之1號五樓
,中正區,三元街,172巷,1弄,1之1號六樓
,中正區,三元街,172巷,1弄,1之1號四樓
,中正區,三元街,172巷,1弄,1號
,中正區,三元街,172巷,1弄,1號三樓
,中正區,三元街,172巷,1弄,1號二樓
,中正區,三元街,172巷,1弄,1號四樓
,中正區,三元街,172巷,1弄,20號
,中正區,三元街,172巷,1弄,20號三樓
,中正區,三元街,172巷,1弄,20號二樓
,中正區,三元街,172巷,1弄,20號四樓
,中正區,三元街,172巷,1弄,21號
,中正區,三元街,172巷,1弄,21號三樓
,中正區,三元街,172巷,1弄,21號二樓
,中正區,三元街,172巷,1弄,21號四樓
,中正區,三元街,172巷,1弄,22號
,中正區,三元街,172巷,1弄,22號三樓
,中正區,三元街,172巷,1弄,22號二樓
,中正區,三元街,172巷,1弄,22號四樓
,中正區,三元街,172巷,1弄,23號
,中正區,三元街,172巷,1弄,23號三樓
,中正區,三元街,172巷,1弄,23號二樓
,中正區,三元街,172巷,1弄,23號四樓
,中正區,三元街,172巷,1弄,24號
,中正區,三元街,172巷,1弄,24號三樓
,中正區,三元街,172巷,1弄,24號二樓
,中正區,三元街,172巷,1弄,24號四樓
,中正區,三元街,172巷,1弄,26號
,中正區,三元街,172巷,1弄,26號三樓
,中正區,三元街,172巷,1弄,26號二樓
,中正區,三元街,172巷,1弄,26號四樓
,中正區,三元街,172巷,1弄,28號
,中正區,三元街,172巷,1弄,28號三樓
,中正區,三元街,172巷,1弄,28號二樓
,中正區,三元街,172巷,1弄,28號四樓
,中正區,三元街,172巷,1弄,2號
,中正區,三元街,172巷,1弄,2號三樓
,中正區,三元街,172巷,1弄,2號二樓
,中正區,三元街,172巷,1弄,2號四樓
,中正區,三元街,172巷,1弄,3號
,中正區,三元街,172巷,1弄,3號三樓
,中正區,三元街,172巷,1弄,3號二樓
,中正區,三元街,172巷,1弄,3號四樓
,中正區,三元街,172巷,1弄,4號
,中正區,三元街,172巷,1弄,4號三樓
,中正區,三元街,172巷,1弄,4號二樓
,中正區,三元街,172巷,1弄,4號四樓
,中正區,三元街,172巷,1弄,5號
,中正區,三元街,172巷,1弄,5號三樓
,中正區,三元街,172巷,1弄,5號二樓
,中正區,三元街,172巷,1弄,5號四樓
,中正區,三元街,172巷,1弄,6號
,中正區,三元街,172巷,1弄,6號三樓
,中正區,三元街,172巷,1弄,6號二樓
,中正區,三元街,172巷,1弄,6號四樓
,中正區,三元街,172巷,1弄,7號
,中正區,三元街,172巷,1弄,7號三樓
,中正區,三元街,172巷,1弄,7號二樓
,中正區,三元街,172巷,1弄,7號四樓
,中正區,三元街,172巷,1弄,8號
,中正區,三元街,172巷,1弄,8號三樓
,中正區,三元街,172巷,1弄,8號二樓
,中正區,三元街,172巷,1弄,8號四樓
,中正區,三元街,172巷,1弄,9號
,中正區,三元街,172巷,1弄,9號三樓
,中正區,三元街,172巷,1弄,9號二樓
,中正區,三元街,172巷,1弄,9號四樓
,中正區,三元街,212巷,,12之1號
,中正區,三元街,212巷,,12號
,中正區,三元街,212巷,,12號七樓
,中正區,三元街,212巷,,12號三樓
,中正區,三元街,212巷,,12號二樓
,中正區,三元街,212巷,,12號五樓
,中正區,三元街,212巷,,12號六樓
,中正區,三元街,212巷,,12號四樓
,中正區,三元街,212巷,,12號地下一層
,中正區,三元街,212巷,,12號地下二層
,中正區,三元街,212巷,,14號
