areacode,行政區,路名,巷,弄
65000160,泰山區,明志路二段,３２巷,３弄
65000160,泰山區,明志路二段,３２０巷,
65000160,泰山區,明志路二段,３２０巷,１弄
65000160,泰山區,明志路二段,３２０巷,２弄
65000160,泰山區,明志路二段,３２０巷,３弄
65000160,泰山區,明志路二段,３２０巷,５弄
65000160,泰山區,明志路二段,３２０巷,６弄
65000160,泰山區,明志路二段,３４５巷,
65000160,泰山區,明志路二段,３５９巷,
65000160,泰山區,明志路二段,３７２巷,
65000160,泰山區,明志路二段,３７２巷,５弄
65000160,泰山區,明志路二段,３７２巷,７弄
65000160,泰山區,明志路二段,３７２巷,９弄
65000160,泰山區,明志路二段,３８８巷,
65000160,泰山區,明志路二段,４００巷,
65000160,泰山區,明志路二段,６０巷,
65000160,泰山區,明志路二段,６０巷,１弄
65000160,泰山區,明志路二段,７巷,
65000160,泰山區,明志路二段,７２巷,
65000160,泰山區,楓樹街,,
65000160,泰山區,楓樹街,１５巷,
65000160,泰山區,楓樹街,３３巷,
65000160,泰山區,楓江路,,
65000160,泰山區,楓江路,１４３巷,
65000160,泰山區,楓江路,１４４巷,
65000160,泰山區,楓江路,１５巷,
65000160,泰山區,楓江路,１６巷,
65000160,泰山區,楓江路,１８巷,
65000160,泰山區,楓江路,２５巷,
65000160,泰山區,楓江路,２５巷,１弄
65000160,泰山區,楓江路,２６巷,
65000160,泰山區,楓江路,４６巷,
65000160,泰山區,楓江路,８３巷,
65000160,泰山區,楓江路,８６巷,
65000160,泰山區,民國街,,
65000160,泰山區,民國街,１６巷,
65000160,泰山區,民國街,６巷,
65000160,泰山區,民族街,,
65000160,泰山區,民族街,１０巷,
65000160,泰山區,民權街,,
65000160,泰山區,民權街,１３巷,
65000160,泰山區,民權街,１４巷,
65000160,泰山區,民權街,２４巷,
65000160,泰山區,民權街,３巷,
65000160,泰山區,民權街,６６巷,
65000160,泰山區,民生路,,
65000160,泰山區,民生路,１３４巷,
65000160,泰山區,民生路,１４巷,
65000160,泰山區,民生路,１７巷,
65000160,泰山區,民生路,３１巷,
65000160,泰山區,民生路,９巷,
65000160,泰山區,泰山路,,
65000160,泰山區,泰林路一段,,
65000160,泰山區,泰林路一段,１巷,
65000160,泰山區,泰林路三段,,
65000160,泰山區,泰林路三段,１０巷,
65000160,泰山區,泰林路三段,１２０巷,
65000160,泰山區,泰林路三段,１６８巷,
65000160,泰山區,泰林路三段,１７巷,
65000160,泰山區,泰林路三段,２８巷,
65000160,泰山區,泰林路三段,３０１巷,
65000160,泰山區,泰林路三段,３３０巷,
65000160,泰山區,泰林路三段,３７０巷,
65000160,泰山區,泰林路三段,６０６巷,
65000160,泰山區,泰林路三段,６１６巷,
65000160,泰山區,泰林路三段,７４５巷,
65000160,泰山區,泰林路三段,７７２巷,
65000160,泰山區,泰林路三段,８８巷,
65000160,泰山區,泰林路二段,,
65000160,泰山區,泰林路二段,１１６巷,１弄
65000160,泰山區,泰林路二段,１１６巷,２弄
65000160,泰山區,泰林路二段,１１６巷,３弄
65000160,泰山區,泰林路二段,１１６巷,４弄
65000160,泰山區,泰林路二段,１１６巷,５弄
65000160,泰山區,泰林路二段,１１６巷,６弄
65000160,泰山區,泰林路二段,１４２巷,
65000160,泰山區,泰林路二段,１４２巷,１弄
65000160,泰山區,泰林路二段,１４２巷,１３弄
65000160,泰山區,泰林路二段,１４２巷,７弄
65000160,泰山區,泰林路二段,１６４巷,
65000160,泰山區,泰林路二段,１７３巷,
65000160,泰山區,泰林路二段,１８８巷,
65000160,泰山區,泰林路二段,１９８巷,
65000160,泰山區,泰林路二段,２２９巷,
65000160,泰山區,泰林路二段,２６３巷,
65000160,泰山區,泰林路二段,２６８巷,
65000160,泰山區,泰林路二段,２７４巷,
65000160,泰山區,泰林路二段,２８４巷,
65000160,泰山區,泰林路二段,２８８巷,
65000160,泰山區,泰林路二段,２９２巷,
65000160,泰山區,泰林路二段,３０６巷,
65000160,泰山區,泰林路二段,３０６巷,２１弄
65000160,泰山區,泰林路二段,３２０巷,
65000160,泰山區,泰林路二段,３４９巷,
65000160,泰山區,泰林路二段,３７２巷,
65000160,泰山區,泰林路二段,３８５巷,
65000160,泰山區,泰林路二段,４１４巷,
65000160,泰山區,泰林路二段,４３６巷,
65000160,泰山區,泰林路二段,４４２巷,
65000160,泰山區,泰林路二段,５２２巷,
65000160,泰山區,泰林路二段,５２９巷,
65000160,泰山區,泰林路二段,５３７巷,
65000160,泰山區,泰林路二段,５４２巷,１弄
65000160,泰山區,泰林路二段,５４２巷,３弄
65000160,泰山區,泰林路二段,５５７巷,
65000160,泰山區,泰林路二段,５７９巷,
65000160,泰山區,泰林路二段,５７９巷,６弄
65000160,泰山區,泰林路二段,５９９巷,
65000160,泰山區,泰林路二段,７３巷,
65000160,泰山區,泰林路二段,８７巷,
65000160,泰山區,泰林路二段,９３巷,
65000160,泰山區,泰林路二段,９９巷,
65000160,泰山區,漢口街,,
65000160,泰山區,漢口街,１１巷,
65000160,泰山區,漢口街,２２巷,２弄
65000160,泰山區,漢口街,２２巷,４弄
65000160,泰山區,漢口街,２２巷,６弄
65000160,泰山區,漢口街,９巷,
65000160,泰山區,漢口街,９巷,１弄
65000160,泰山區,漢口街,９巷,３弄
65000160,泰山區,漢口街,９巷,５弄
65000160,泰山區,漢口街,９巷,７弄
65000160,泰山區,福德街,,
65000160,泰山區,福德街,１３巷,
65000160,泰山區,福德街,１６巷,
65000160,泰山區,福德街,２５巷,
65000160,泰山區,福德街,２８巷,
65000160,泰山區,福德街,３７巷,
65000160,泰山區,福泰街,,
65000160,泰山區,福泰街,２４巷,
65000160,泰山區,福泰街,２４巷,１４弄
65000160,泰山區,福泰街,２４巷,２弄
65000160,泰山區,福泰街,３７巷,
65000160,泰山區,福泰街,４３巷,
65000160,泰山區,福泰街,４６巷,
65000160,泰山區,福泰街,５１巷,
65000160,泰山區,福泰街,６２巷,
65000160,泰山區,福興一街,,
65000160,泰山區,福興三街,,
65000160,泰山區,福興二街,,
65000160,泰山區,福興街,,
65000160,泰山區,美寧街,,
65000160,泰山區,美寧街,１０６巷,
65000160,泰山區,美寧街,５７巷,
65000160,泰山區,美寧街,５７巷,３５弄
65000160,泰山區,美寧街,５７巷,３７弄
65000160,泰山區,義東街,,
65000160,泰山區,莊泰路,,
65000160,泰山區,莊田路,,
65000160,泰山區,貴子路,,
65000160,泰山區,貴子路,１５巷,１弄
65000160,泰山區,貴子路,１５巷,２弄
65000160,泰山區,貴子路,１５巷,３弄
65000160,泰山區,貴子路,１５巷,４弄
65000160,泰山區,貴子路,１５巷,６弄
65000160,泰山區,貴子路,２００巷,
65000160,泰山區,貴子路,３６巷,
65000160,泰山區,貴子路,３６巷,３弄
65000160,泰山區,貴子路,３６巷,５弄
65000160,泰山區,貴子路,６７巷,
65000160,泰山區,貴子路,６７巷,１１弄
65000160,泰山區,貴子路,６７巷,１４弄
65000160,泰山區,貴子路,６７巷,１７弄
65000160,泰山區,貴子路,６７巷,２３弄
65000160,泰山區,貴子路,６７巷,２４弄
65000160,泰山區,貴子路,６７巷,２９弄
65000160,泰山區,貴子路,６７巷,３弄
65000160,泰山區,貴子路,６７巷,３２弄
65000160,泰山區,貴子路,６７巷,３７弄
65000160,泰山區,貴子路,６７巷,４弄
65000160,泰山區,貴子路,６７巷,７弄
65000160,泰山區,貴子路,７０巷,１弄
65000160,泰山區,貴子路,７０巷,２弄
65000160,泰山區,貴子路,９巷,
65000160,泰山區,貴子路,９巷,１０弄
65000160,泰山區,貴陽街,,
65000160,泰山區,貴陽街,１６巷,
65000160,泰山區,貴陽街,１６巷,５弄
65000160,泰山區,貴陽街,２３巷,
65000160,泰山區,貴陽街,３６巷,
65000160,泰山區,貴陽街,７２巷,
65000160,泰山區,貴陽街,９０巷,
65000160,泰山區,貴鳳街,,
65000160,泰山區,貴鳳街,２４巷,
65000160,泰山區,辭修路,,
65000160,泰山區,辭修路,１２巷,
65000160,泰山區,辭修路,２６巷,
65000160,泰山區,辭修路,３４巷,
65000160,泰山區,辭修路,３６巷,
65000160,泰山區,辭修路,３６巷,１弄
65000160,泰山區,辭修路,３６巷,３弄
65000160,泰山區,辭修路,３６巷,５弄
65000160,泰山區,辭修路,３６巷,６弄
65000160,泰山區,辭修路,３６巷,７弄
65000160,泰山區,辭修路,３６巷,８弄
65000160,泰山區,辭修路,３６巷,９弄
65000160,泰山區,黎明路,,
