areacode,行政區,路名,巷,弄,號
,北投區,一心路,32巷,,2號
,北投區,一心路,32巷,,2號三樓
,北投區,一心路,32巷,,2號二樓
,北投區,一心路,32巷,,2號五樓
,北投區,一心路,32巷,,2號四樓
,北投區,一心路,32巷,,4號
,北投區,一心路,32巷,,4號三樓
,北投區,一心路,32巷,,4號二樓
,北投區,一心路,32巷,,4號五樓
,北投區,一心路,32巷,,4號四樓
,北投區,一心路,32巷,,6號
,北投區,一心路,32巷,,6號三樓
,北投區,一心路,32巷,,6號二樓
,北投區,一心路,32巷,,6號五樓
,北投區,一心路,32巷,,6號四樓
,北投區,一心路,32巷,,8號
,北投區,一心路,32巷,,8號三樓
,北投區,一心路,32巷,,8號二樓
,北投區,一心路,32巷,,8號五樓
,北投區,一心路,32巷,,8號四樓
,北投區,一心路,8巷,,11號
,北投區,一心路,8巷,,1號
,北投區,一心路,8巷,,3號
,北投區,一心路,8巷,,5號
,北投區,一心路,8巷,,7號
,北投區,一心路,8巷,,9號
,北投區,七星街,,,1號
,北投區,七星街,,,3號
,北投區,七星街,,,3號地下一層
,北投區,三合街一段,,,110號
,北投區,三合街一段,,,112號
,北投區,三合街一段,,,116號
,北投區,三合街一段,,,119號
,北投區,三合街一段,,,38號七樓
,北投區,三合街一段,,,38號七樓之1
,北投區,三合街一段,,,38號七樓之2
,北投區,三合街一段,,,38號七樓之3
,北投區,三合街一段,,,38號七樓之5
,北投區,三合街一段,,,38號七樓之6
,北投區,三合街一段,,,38號三樓
,北投區,三合街一段,,,38號三樓之1
,北投區,三合街一段,,,38號三樓之2
,北投區,三合街一段,,,38號三樓之3
,北投區,三合街一段,,,38號三樓之5
,北投區,三合街一段,,,38號三樓之6
,北投區,三合街一段,,,38號九樓
,北投區,三合街一段,,,38號九樓之1
,北投區,三合街一段,,,38號九樓之2
,北投區,三合街一段,,,38號九樓之3
,北投區,三合街一段,,,38號九樓之5
,北投區,三合街一段,,,38號九樓之6
,北投區,三合街一段,,,38號二樓
,北投區,三合街一段,,,38號二樓之1
,北投區,三合街一段,,,38號二樓之2
,北投區,三合街一段,,,38號二樓之3
,北投區,三合街一段,,,38號五樓
,北投區,三合街一段,,,38號五樓之1
,北投區,三合街一段,,,38號五樓之2
,北投區,三合街一段,,,38號五樓之3
,北投區,三合街一段,,,38號五樓之5
,北投區,三合街一段,,,38號五樓之6
,北投區,三合街一段,,,38號八樓
,北投區,三合街一段,,,38號八樓之1
,北投區,三合街一段,,,38號八樓之2
,北投區,三合街一段,,,38號八樓之3
,北投區,三合街一段,,,38號八樓之5
,北投區,三合街一段,,,38號八樓之6
,北投區,三合街一段,,,38號六樓
,北投區,三合街一段,,,38號六樓之1
,北投區,三合街一段,,,38號六樓之2
,北投區,三合街一段,,,38號六樓之3
,北投區,三合街一段,,,38號六樓之5
,北投區,三合街一段,,,38號六樓之6
,北投區,三合街一段,,,38號十樓
,北投區,三合街一段,,,38號十樓之1
,北投區,三合街一段,,,38號十樓之2
,北投區,三合街一段,,,38號十樓之3
,北投區,三合街一段,,,38號十樓之5
,北投區,三合街一段,,,38號十樓之6
,北投區,三合街一段,,,38號四樓
,北投區,三合街一段,,,38號四樓之1
,北投區,三合街一段,,,38號四樓之2
,北投區,三合街一段,,,38號四樓之3
,北投區,三合街一段,,,38號四樓之5
,北投區,三合街一段,,,38號四樓之6
,北投區,三合街一段,,,40號三樓
,北投區,三合街一段,,,40號二樓
,北投區,三合街一段,,,40號五樓
,北投區,三合街一段,,,40號六樓
,北投區,三合街一段,,,40號四樓
,北投區,三合街一段,,,42號
,北投區,三合街一段,,,42號七樓
,北投區,三合街一段,,,42號三樓
,北投區,三合街一段,,,42號二樓
,北投區,三合街一段,,,42號五樓
,北投區,三合街一段,,,42號六樓
,北投區,三合街一段,,,42號四樓
,北投區,三合街一段,,,46號
,北投區,三合街一段,,,46號七樓
,北投區,三合街一段,,,46號三樓
,北投區,三合街一段,,,46號二樓
,北投區,三合街一段,,,46號五樓
,北投區,三合街一段,,,46號六樓
,北投區,三合街一段,,,46號四樓
,北投區,三合街一段,,,63號七樓
,北投區,三合街一段,,,63號三樓
,北投區,三合街一段,,,63號九樓
,北投區,三合街一段,,,63號二樓
,北投區,三合街一段,,,63號五樓
,北投區,三合街一段,,,63號八樓
,北投區,三合街一段,,,63號六樓
,北投區,三合街一段,,,63號四樓
,北投區,三合街一段,,,65號七樓
,北投區,三合街一段,,,65號三樓
,北投區,三合街一段,,,65號九樓
,北投區,三合街一段,,,65號二樓
,北投區,三合街一段,,,65號五樓
,北投區,三合街一段,,,65號八樓
,北投區,三合街一段,,,65號六樓
,北投區,三合街一段,,,65號四樓
,北投區,三合街一段,,,67號七樓
,北投區,三合街一段,,,67號三樓
,北投區,三合街一段,,,67號九樓
,北投區,三合街一段,,,67號二樓
,北投區,三合街一段,,,67號五樓
,北投區,三合街一段,,,67號八樓
,北投區,三合街一段,,,67號六樓
,北投區,三合街一段,,,67號四樓
,北投區,三合街一段,,,69號七樓
,北投區,三合街一段,,,69號三樓
,北投區,三合街一段,,,69號九樓
,北投區,三合街一段,,,69號二樓
,北投區,三合街一段,,,69號五樓
,北投區,三合街一段,,,69號八樓
,北投區,三合街一段,,,69號六樓
,北投區,三合街一段,,,69號四樓
,北投區,三合街一段,,,71號七樓
,北投區,三合街一段,,,71號三樓
,北投區,三合街一段,,,71號九樓
,北投區,三合街一段,,,71號五樓
,北投區,三合街一段,,,71號八樓
,北投區,三合街一段,,,71號六樓
,北投區,三合街一段,,,71號四樓
,北投區,三合街一段,,,73號七樓
,北投區,三合街一段,,,73號三樓
,北投區,三合街一段,,,73號九樓
,北投區,三合街一段,,,73號五樓
,北投區,三合街一段,,,73號八樓
,北投區,三合街一段,,,73號六樓
,北投區,三合街一段,,,73號四樓
,北投區,三合街一段,,,75號七樓
,北投區,三合街一段,,,75號三樓
,北投區,三合街一段,,,75號九樓
,北投區,三合街一段,,,75號二樓
,北投區,三合街一段,,,75號五樓
,北投區,三合街一段,,,75號八樓
,北投區,三合街一段,,,75號六樓
,北投區,三合街一段,,,75號四樓
,北投區,三合街一段,,,77號七樓
,北投區,三合街一段,,,77號三樓
,北投區,三合街一段,,,77號九樓
,北投區,三合街一段,,,77號二樓
,北投區,三合街一段,,,77號五樓
,北投區,三合街一段,,,77號八樓
,北投區,三合街一段,,,77號六樓
,北投區,三合街一段,,,77號四樓
,北投區,三合街一段,,,99號
,北投區,三合街一段,,,99號七樓
,北投區,三合街一段,,,99號三樓
,北投區,三合街一段,,,99號二樓
,北投區,三合街一段,,,99號五樓
,北投區,三合街一段,,,99號六樓
,北投區,三合街一段,,,99號四樓
,北投區,三合街一段,117巷,,1號七樓
,北投區,三合街一段,117巷,,1號三樓
,北投區,三合街一段,117巷,,1號二樓
,北投區,三合街一段,117巷,,1號五樓
,北投區,三合街一段,117巷,,1號六樓
,北投區,三合街一段,117巷,,1號四樓
,北投區,三合街一段,117巷,,36號
,北投區,三合街一段,117巷,,3號三樓
,北投區,三合街一段,117巷,,3號二樓
,北投區,三合街一段,117巷,,3號五樓
,北投區,三合街一段,117巷,,3號四樓
,北投區,三合街一段,117巷,,52號七樓
,北投區,三合街一段,117巷,,52號三樓
,北投區,三合街一段,117巷,,52號九樓
,北投區,三合街一段,117巷,,52號二樓
,北投區,三合街一段,117巷,,52號五樓
,北投區,三合街一段,117巷,,52號八樓
,北投區,三合街一段,117巷,,52號六樓
,北投區,三合街一段,117巷,,52號四樓
,北投區,三合街一段,117巷,,53號七樓
,北投區,三合街一段,117巷,,53號三樓
,北投區,三合街一段,117巷,,53號九樓
,北投區,三合街一段,117巷,,53號五樓
,北投區,三合街一段,117巷,,53號八樓
,北投區,三合街一段,117巷,,53號六樓
,北投區,三合街一段,117巷,,53號四樓
,北投區,三合街一段,117巷,,55號七樓
,北投區,三合街一段,117巷,,55號三樓
,北投區,三合街一段,117巷,,55號九樓
,北投區,三合街一段,117巷,,55號五樓
,北投區,三合街一段,117巷,,55號八樓
,北投區,三合街一段,117巷,,55號六樓
,北投區,三合街一段,117巷,,55號四樓
,北投區,三合街一段,117巷,,56號七樓
,北投區,三合街一段,117巷,,56號三樓
,北投區,三合街一段,117巷,,56號九樓
,北投區,三合街一段,117巷,,56號二樓
,北投區,三合街一段,117巷,,56號五樓
,北投區,三合街一段,117巷,,56號八樓
,北投區,三合街一段,117巷,,56號六樓
,北投區,三合街一段,117巷,,56號四樓
,北投區,三合街一段,117巷,,57號七樓
,北投區,三合街一段,117巷,,57號三樓
,北投區,三合街一段,117巷,,57號九樓
,北投區,三合街一段,117巷,,57號二樓
,北投區,三合街一段,117巷,,57號五樓
,北投區,三合街一段,117巷,,57號八樓
,北投區,三合街一段,117巷,,57號六樓
,北投區,三合街一段,117巷,,57號四樓
,北投區,三合街一段,117巷,,58號
,北投區,三合街一段,117巷,,58號七樓
,北投區,三合街一段,117巷,,58號三樓
,北投區,三合街一段,117巷,,58號九樓
,北投區,三合街一段,117巷,,58號二樓
,北投區,三合街一段,117巷,,58號五樓
,北投區,三合街一段,117巷,,58號八樓
,北投區,三合街一段,117巷,,58號六樓
,北投區,三合街一段,117巷,,58號四樓
,北投區,三合街一段,117巷,,59號
,北投區,三合街一段,117巷,,59號七樓
,北投區,三合街一段,117巷,,59號三樓
,北投區,三合街一段,117巷,,59號九樓
,北投區,三合街一段,117巷,,59號二樓
,北投區,三合街一段,117巷,,59號五樓
,北投區,三合街一段,117巷,,59號八樓
,北投區,三合街一段,117巷,,59號六樓
,北投區,三合街一段,117巷,,59號四樓
,北投區,三合街一段,117巷,,5號七樓
,北投區,三合街一段,117巷,,5號三樓
,北投區,三合街一段,117巷,,5號二樓
,北投區,三合街一段,117巷,,5號五樓
,北投區,三合街一段,117巷,,5號六樓
,北投區,三合街一段,117巷,,5號四樓
,北投區,三合街一段,117巷,,60號
,北投區,三合街一段,117巷,,60號七樓
,北投區,三合街一段,117巷,,60號三樓
,北投區,三合街一段,117巷,,60號九樓
,北投區,三合街一段,117巷,,60號二樓
,北投區,三合街一段,117巷,,60號五樓
,北投區,三合街一段,117巷,,60號八樓
,北投區,三合街一段,117巷,,60號六樓
,北投區,三合街一段,117巷,,60號四樓
,北投區,三合街一段,117巷,,62號
,北投區,三合街一段,117巷,,62號七樓
,北投區,三合街一段,117巷,,62號三樓
,北投區,三合街一段,117巷,,62號九樓
,北投區,三合街一段,117巷,,62號二樓
,北投區,三合街一段,117巷,,62號五樓
,北投區,三合街一段,117巷,,62號八樓
,北投區,三合街一段,117巷,,62號六樓
,北投區,三合街一段,117巷,,62號四樓
,北投區,三合街一段,117巷,,66號
,北投區,三合街一段,117巷,,66號七樓
,北投區,三合街一段,117巷,,66號三樓
,北投區,三合街一段,117巷,,66號九樓
,北投區,三合街一段,117巷,,66號二樓
,北投區,三合街一段,117巷,,66號五樓
,北投區,三合街一段,117巷,,66號八樓
,北投區,三合街一段,117巷,,66號六樓
,北投區,三合街一段,117巷,,66號四樓
,北投區,三合街一段,117巷,,68號七樓
,北投區,三合街一段,117巷,,68號三樓
,北投區,三合街一段,117巷,,68號九樓
,北投區,三合街一段,117巷,,68號二樓
,北投區,三合街一段,117巷,,68號五樓
,北投區,三合街一段,117巷,,68號八樓
,北投區,三合街一段,117巷,,68號六樓
,北投區,三合街一段,117巷,,68號四樓
,北投區,三合街一段,117巷,,70號七樓
,北投區,三合街一段,117巷,,70號三樓
,北投區,三合街一段,117巷,,70號九樓
,北投區,三合街一段,117巷,,70號二樓
,北投區,三合街一段,117巷,,70號五樓
,北投區,三合街一段,117巷,,70號八樓
,北投區,三合街一段,117巷,,70號六樓
,北投區,三合街一段,117巷,,70號四樓
,北投區,三合街一段,117巷,,72號
,北投區,三合街一段,117巷,,72號七樓
,北投區,三合街一段,117巷,,72號三樓
,北投區,三合街一段,117巷,,72號九樓
,北投區,三合街一段,117巷,,72號二樓
,北投區,三合街一段,117巷,,72號五樓
,北投區,三合街一段,117巷,,72號八樓
,北投區,三合街一段,117巷,,72號六樓
,北投區,三合街一段,117巷,,72號四樓
,北投區,三合街一段,117巷,,76號
,北投區,三合街一段,117巷,,76號七樓
,北投區,三合街一段,117巷,,76號三樓
,北投區,三合街一段,117巷,,76號九樓
,北投區,三合街一段,117巷,,76號二樓
,北投區,三合街一段,117巷,,76號五樓
,北投區,三合街一段,117巷,,76號八樓
,北投區,三合街一段,117巷,,76號六樓
,北投區,三合街一段,117巷,,76號四樓
,北投區,三合街一段,117巷,,78號七樓
,北投區,三合街一段,117巷,,78號三樓
,北投區,三合街一段,117巷,,78號九樓
,北投區,三合街一段,117巷,,78號二樓
,北投區,三合街一段,117巷,,78號五樓
,北投區,三合街一段,117巷,,78號八樓
,北投區,三合街一段,117巷,,78號六樓
,北投區,三合街一段,117巷,,78號四樓
,北投區,三合街一段,117巷,,7號
,北投區,三合街一段,117巷,,7號七樓
,北投區,三合街一段,117巷,,7號三樓
,北投區,三合街一段,117巷,,7號二樓
,北投區,三合街一段,117巷,,7號五樓
,北投區,三合街一段,117巷,,7號六樓
,北投區,三合街一段,117巷,,7號四樓
,北投區,三合街一段,117巷,,80號七樓
,北投區,三合街一段,117巷,,80號三樓
,北投區,三合街一段,117巷,,80號九樓
,北投區,三合街一段,117巷,,80號二樓
,北投區,三合街一段,117巷,,80號五樓
,北投區,三合街一段,117巷,,80號八樓
,北投區,三合街一段,117巷,,80號六樓
,北投區,三合街一段,117巷,,80號四樓
,北投區,三合街一段,117巷,,9號
,北投區,三合街一段,117巷,,9號七樓
,北投區,三合街一段,117巷,,9號三樓
,北投區,三合街一段,117巷,,9號二樓
,北投區,三合街一段,117巷,,9號五樓
,北投區,三合街一段,117巷,,9號六樓
,北投區,三合街一段,117巷,,9號四樓
,北投區,三合街一段,117巷,38弄,10號七樓
,北投區,三合街一段,117巷,38弄,10號三樓
,北投區,三合街一段,117巷,38弄,10號九樓
,北投區,三合街一段,117巷,38弄,10號五樓
,北投區,三合街一段,117巷,38弄,10號八樓
,北投區,三合街一段,117巷,38弄,10號六樓
,北投區,三合街一段,117巷,38弄,10號四樓
,北投區,三合街一段,117巷,38弄,12號七樓
,北投區,三合街一段,117巷,38弄,12號三樓
,北投區,三合街一段,117巷,38弄,12號九樓
,北投區,三合街一段,117巷,38弄,12號五樓
,北投區,三合街一段,117巷,38弄,12號八樓
,北投區,三合街一段,117巷,38弄,12號六樓
,北投區,三合街一段,117巷,38弄,12號四樓
,北投區,三合街一段,117巷,38弄,16號七樓
,北投區,三合街一段,117巷,38弄,16號三樓
,北投區,三合街一段,117巷,38弄,16號九樓
,北投區,三合街一段,117巷,38弄,16號二樓
,北投區,三合街一段,117巷,38弄,16號五樓
,北投區,三合街一段,117巷,38弄,16號八樓
,北投區,三合街一段,117巷,38弄,16號六樓
,北投區,三合街一段,117巷,38弄,16號四樓
,北投區,三合街一段,117巷,38弄,18號七樓
,北投區,三合街一段,117巷,38弄,18號三樓
,北投區,三合街一段,117巷,38弄,18號九樓
,北投區,三合街一段,117巷,38弄,18號二樓
,北投區,三合街一段,117巷,38弄,18號五樓
,北投區,三合街一段,117巷,38弄,18號八樓
,北投區,三合街一段,117巷,38弄,18號六樓
,北投區,三合街一段,117巷,38弄,18號四樓
,北投區,三合街一段,117巷,38弄,20號三樓
,北投區,三合街一段,117巷,38弄,20號二樓
,北投區,三合街一段,117巷,38弄,20號五樓
,北投區,三合街一段,117巷,38弄,20號六樓
,北投區,三合街一段,117巷,38弄,20號四樓
,北投區,三合街一段,117巷,38弄,2號三樓
,北投區,三合街一段,117巷,38弄,2號二樓
,北投區,三合街一段,117巷,38弄,2號五樓
,北投區,三合街一段,117巷,38弄,2號六樓
,北投區,三合街一段,117巷,38弄,2號四樓
,北投區,三合街一段,117巷,38弄,6號七樓
,北投區,三合街一段,117巷,38弄,6號三樓
,北投區,三合街一段,117巷,38弄,6號九樓
,北投區,三合街一段,117巷,38弄,6號二樓
,北投區,三合街一段,117巷,38弄,6號五樓
,北投區,三合街一段,117巷,38弄,6號八樓
,北投區,三合街一段,117巷,38弄,6號六樓
,北投區,三合街一段,117巷,38弄,6號四樓
,北投區,三合街一段,117巷,38弄,8號七樓
,北投區,三合街一段,117巷,38弄,8號三樓
,北投區,三合街一段,117巷,38弄,8號九樓
,北投區,三合街一段,117巷,38弄,8號二樓
,北投區,三合街一段,117巷,38弄,8號五樓
,北投區,三合街一段,117巷,38弄,8號八樓
,北投區,三合街一段,117巷,38弄,8號六樓
,北投區,三合街一段,117巷,38弄,8號四樓
,北投區,三合街一段,118巷,,10號七樓
,北投區,三合街一段,118巷,,10號三樓
,北投區,三合街一段,118巷,,10號二樓
,北投區,三合街一段,118巷,,10號五樓
,北投區,三合街一段,118巷,,10號八樓
,北投區,三合街一段,118巷,,10號六樓
,北投區,三合街一段,118巷,,10號四樓
,北投區,三合街一段,118巷,,16號七樓
,北投區,三合街一段,118巷,,16號三樓
,北投區,三合街一段,118巷,,16號五樓
,北投區,三合街一段,118巷,,16號六樓
,北投區,三合街一段,118巷,,16號四樓
,北投區,三合街一段,118巷,,18號七樓
,北投區,三合街一段,118巷,,18號三樓
,北投區,三合街一段,118巷,,18號二樓
,北投區,三合街一段,118巷,,18號五樓
,北投區,三合街一段,118巷,,18號六樓
,北投區,三合街一段,118巷,,18號四樓
,北投區,三合街一段,118巷,,20號
,北投區,三合街一段,118巷,,20號七樓
,北投區,三合街一段,118巷,,20號三樓
,北投區,三合街一段,118巷,,20號二樓
,北投區,三合街一段,118巷,,20號五樓
,北投區,三合街一段,118巷,,20號六樓
,北投區,三合街一段,118巷,,20號四樓
,北投區,三合街一段,118巷,,2號七樓
,北投區,三合街一段,118巷,,2號三樓
,北投區,三合街一段,118巷,,2號二樓
,北投區,三合街一段,118巷,,2號五樓
,北投區,三合街一段,118巷,,2號八樓
,北投區,三合街一段,118巷,,2號六樓
,北投區,三合街一段,118巷,,2號四樓
,北投區,三合街一段,118巷,,6號七樓
,北投區,三合街一段,118巷,,6號三樓
,北投區,三合街一段,118巷,,6號二樓
,北投區,三合街一段,118巷,,6號五樓
,北投區,三合街一段,118巷,,6號八樓
,北投區,三合街一段,118巷,,6號六樓
,北投區,三合街一段,118巷,,6號四樓
,北投區,三合街一段,118巷,,8號七樓
,北投區,三合街一段,118巷,,8號三樓
,北投區,三合街一段,118巷,,8號二樓
,北投區,三合街一段,118巷,,8號五樓
,北投區,三合街一段,118巷,,8號八樓
,北投區,三合街一段,118巷,,8號六樓
,北投區,三合街一段,118巷,,8號四樓
,北投區,三合街一段,36巷,,11號七樓
,北投區,三合街一段,36巷,,11號三樓
,北投區,三合街一段,36巷,,11號九樓
,北投區,三合街一段,36巷,,11號二樓
,北投區,三合街一段,36巷,,11號五樓
,北投區,三合街一段,36巷,,11號八樓
,北投區,三合街一段,36巷,,11號六樓
,北投區,三合街一段,36巷,,11號四樓
,北投區,三合街一段,36巷,,13號七樓
,北投區,三合街一段,36巷,,13號三樓
,北投區,三合街一段,36巷,,13號二樓
,北投區,三合街一段,36巷,,13號五樓
,北投區,三合街一段,36巷,,13號八樓
,北投區,三合街一段,36巷,,13號六樓
,北投區,三合街一段,36巷,,13號四樓
,北投區,三合街一段,36巷,,15號七樓
,北投區,三合街一段,36巷,,15號三樓
,北投區,三合街一段,36巷,,15號九樓
,北投區,三合街一段,36巷,,15號二樓
,北投區,三合街一段,36巷,,15號五樓
,北投區,三合街一段,36巷,,15號八樓
,北投區,三合街一段,36巷,,15號六樓
,北投區,三合街一段,36巷,,15號四樓
,北投區,三合街一段,36巷,,19號七樓
,北投區,三合街一段,36巷,,19號三樓
,北投區,三合街一段,36巷,,19號九樓
,北投區,三合街一段,36巷,,19號二樓
,北投區,三合街一段,36巷,,19號五樓
,北投區,三合街一段,36巷,,19號八樓
,北投區,三合街一段,36巷,,19號六樓
,北投區,三合街一段,36巷,,19號四樓
,北投區,三合街一段,36巷,,1號七樓
,北投區,三合街一段,36巷,,1號三樓
,北投區,三合街一段,36巷,,1號九樓
,北投區,三合街一段,36巷,,1號二樓
,北投區,三合街一段,36巷,,1號五樓
,北投區,三合街一段,36巷,,1號八樓
,北投區,三合街一段,36巷,,1號六樓
,北投區,三合街一段,36巷,,1號四樓
,北投區,三合街一段,36巷,,21號七樓
,北投區,三合街一段,36巷,,21號三樓
,北投區,三合街一段,36巷,,21號九樓
,北投區,三合街一段,36巷,,21號二樓
,北投區,三合街一段,36巷,,21號五樓
,北投區,三合街一段,36巷,,21號八樓
,北投區,三合街一段,36巷,,21號六樓
,北投區,三合街一段,36巷,,21號四樓
,北投區,三合街一段,36巷,,23號七樓
,北投區,三合街一段,36巷,,23號三樓
,北投區,三合街一段,36巷,,23號九樓
,北投區,三合街一段,36巷,,23號二樓
,北投區,三合街一段,36巷,,23號五樓
,北投區,三合街一段,36巷,,23號八樓
,北投區,三合街一段,36巷,,23號六樓
,北投區,三合街一段,36巷,,23號四樓
,北投區,三合街一段,36巷,,25號七樓
,北投區,三合街一段,36巷,,25號三樓
,北投區,三合街一段,36巷,,25號九樓
,北投區,三合街一段,36巷,,25號二樓
,北投區,三合街一段,36巷,,25號五樓
,北投區,三合街一段,36巷,,25號八樓
,北投區,三合街一段,36巷,,25號六樓
,北投區,三合街一段,36巷,,25號四樓
,北投區,三合街一段,36巷,,27號七樓
,北投區,三合街一段,36巷,,27號三樓
,北投區,三合街一段,36巷,,27號九樓
,北投區,三合街一段,36巷,,27號二樓
,北投區,三合街一段,36巷,,27號五樓
,北投區,三合街一段,36巷,,27號八樓
,北投區,三合街一段,36巷,,27號六樓
,北投區,三合街一段,36巷,,27號四樓
,北投區,三合街一段,36巷,,29號七樓
,北投區,三合街一段,36巷,,29號三樓
,北投區,三合街一段,36巷,,29號九樓
,北投區,三合街一段,36巷,,29號二樓
,北投區,三合街一段,36巷,,29號五樓
,北投區,三合街一段,36巷,,29號八樓
,北投區,三合街一段,36巷,,29號六樓
,北投區,三合街一段,36巷,,29號四樓
,北投區,三合街一段,36巷,,3號七樓
,北投區,三合街一段,36巷,,3號三樓
,北投區,三合街一段,36巷,,3號九樓
,北投區,三合街一段,36巷,,3號二樓
,北投區,三合街一段,36巷,,3號五樓
,北投區,三合街一段,36巷,,3號八樓
,北投區,三合街一段,36巷,,3號六樓
,北投區,三合街一段,36巷,,3號四樓
,北投區,三合街一段,36巷,,5號七樓
,北投區,三合街一段,36巷,,5號三樓
,北投區,三合街一段,36巷,,5號九樓
,北投區,三合街一段,36巷,,5號二樓
,北投區,三合街一段,36巷,,5號五樓
,北投區,三合街一段,36巷,,5號八樓
,北投區,三合街一段,36巷,,5號六樓
,北投區,三合街一段,36巷,,5號四樓
,北投區,三合街一段,36巷,,7號七樓
,北投區,三合街一段,36巷,,7號三樓
,北投區,三合街一段,36巷,,7號九樓
,北投區,三合街一段,36巷,,7號二樓
,北投區,三合街一段,36巷,,7號五樓
,北投區,三合街一段,36巷,,7號八樓
,北投區,三合街一段,36巷,,7號六樓
,北投區,三合街一段,36巷,,7號四樓
,北投區,三合街一段,36巷,,9號七樓
,北投區,三合街一段,36巷,,9號三樓
,北投區,三合街一段,36巷,,9號九樓
,北投區,三合街一段,36巷,,9號二樓
